,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000038217,332.308132058493,-1.61319333300991,0.373925297526141,-4.3142128753595,0.0000160172553062306,0.000113140612387831,Tlcd2,380712,chr11,0,-3.34822126588291,2.28711941144737e-16
ENSMUSG00000042029,854.913768140915,-1.61375150760361,0.24515696815867,-6.58252351431903,0.0000000000462529623547149,0.000000000805848378762054,Ncapg2,76044,chr12,0,0.0853504178419712,0.768529578993608
ENSMUSG00000010342,1295.31343589505,-1.61406081629998,0.331440297404305,-4.86983878828433,0.00000111689333828955,0.00000981877432845693,Tex14,83560,chr11,0,2.76445814003867,4.54411482550135e-17
ENSMUSG00000048327,1568.3549999258,-1.61461678578268,0.277080823770626,-5.82724117753923,0.00000000563511476103928,0.0000000747123124029531,Ckap2l,70466,chr2,0,1.86576052485383,0.0000000000234022081789506
ENSMUSG00000078958,686.977323864856,-1.61486413627763,0.475401540872078,-3.39684245304573,0.000681682018158357,0.00321748225963711,Atp6ap1l,435376,chr13,0,4.8431740018089,7.28473425942995e-29
ENSMUSG00000072621,26.0210987190603,-1.61587594257128,0.662736200596232,-2.43818874103686,0.0147610646679416,0.044986859084952,Slfn10-ps,237887,chr11,0,0.354791170633771,0.624780769103414
ENSMUSG00000074652,57.8822337990974,-1.61629278956666,0.458523528573846,-3.52499422351095,0.000423492026050304,0.00211437713072369,Myh7b,668940,chr2,0,-0.927001134855949,0.0632390496507965
ENSMUSG00000040118,715.283354640815,-1.61688490324022,0.217846355193094,-7.42213429188223,0.000000000000115247868363588,0.0000000000026480099053855,Cacna2d1,12293,chr5,0,-1.81364323272335,1.60110329330154e-15
ENSMUSG00000031209,2748.13834652335,-1.61804388044888,0.204597722939028,-7.90841587680363,2.60684706039053e-15,0.0000000000000709965856447154,Heph,15203,chrX,0,-6.88507554563336,1.10880251035428e-141
ENSMUSG00000075266,386.314725654057,-1.61892858131799,0.31285865256452,-5.17463259541502,0.000000228359890384626,0.00000230622090101957,Cenpw,66311,chr10,0,1.61623718779756,0.000000143235560057096
ENSMUSG00000079554,31.9769957011554,-1.61953505944482,0.565905893517931,-2.86184519015529,0.00421182577570391,0.0155856836095047,Aox2,213043,chr1,0,-0.0783240568597011,0.905550078644217
ENSMUSG00000034459,118.424264922922,-1.61968507566821,0.510661140591251,-3.17174138958941,0.00151527878135359,0.00647296892782077,Ifit1,15957,chr19,0,-4.25792852560673,0.00000000000765703399878913
ENSMUSG00000083836,383.032313452218,-1.61978757005652,0.369658758546895,-4.38184550644438,0.0000117678245095401,0.0000853073043881846,NA,NA,chr4,0,1.21009530068226,0.00140425105165472
ENSMUSG00000063275,278.247040645365,-1.62176054365839,0.315317266712928,-5.1432658939508,0.000000270003053789745,0.00000268957267313799,Ptpla,30963,chr2,0,0.761748007164336,0.0189971428702578
ENSMUSG00000053646,2286.25232497332,-1.623178280272,0.330197038584504,-4.9157869108405,0.00000088426540518672,0.00000792581966343994,Plxnb1,235611,chr9,0,-2.94431328971977,4.80027407159071e-18
ENSMUSG00000051934,1619.44871043009,-1.62586041367281,0.169354140280905,-9.60035822552684,7.96670535896172e-22,3.6721481809373e-20,Spats2,72572,chr15,0,1.40762092778302,3.06659557796394e-17
ENSMUSG00000050751,996.811503809802,-1.6258845479725,0.318661655569803,-5.10222839665237,0.000000335677292969333,0.0000032605358345416,Pgbd5,209966,chr8,0,-1.00295160282491,0.00294309914419682
ENSMUSG00000028527,479.116637295951,-1.62621359330546,0.300879342700864,-5.40486953576689,0.0000000648555818275878,0.000000718810738453461,Ak4,11639,chr4,0,-1.05012068344789,0.000938681229013726
ENSMUSG00000022550,1064.76774901277,-1.62627721389594,0.221191070410043,-7.35236377707815,0.00000000000019473195628652,0.00000000000438524739768807,Adck5,268822,chr15,0,-2.44932966486678,3.4032976465493e-26
ENSMUSG00000039395,222.830086638328,-1.62648878245605,0.393165395897582,-4.13690726454407,0.000035201829140944,0.0002293801162712,Mreg,381269,chr1,0,2.21695146203811,0.00000000256074615693372
ENSMUSG00000023169,922.784546147642,-1.62735228747418,0.269555303260339,-6.0371740707415,0.00000000156836513080392,0.0000000222540687400341,Slc38a1,105727,chr15,0,-3.50608929286212,4.94228976319454e-34
ENSMUSG00000078627,6157.77241904543,-1.62791914145274,0.355904083478652,-4.57403895325182,0.00000478410834010943,0.0000373745046438926,March10,632687,chr11,0,7.3587062900059,4.66486080328292e-119
ENSMUSG00000024440,84.3445704101804,-1.62869212143061,0.417706432046135,-3.89913105587687,0.0000965385146523525,0.000569418729114423,Pcdh12,53601,chr18,0,-1.62999106785536,0.000333197672817087
ENSMUSG00000063903,63.521231397126,-1.63044343396211,0.461539653705087,-3.53261831540032,0.000411466061334053,0.00205978763550371,Klk1,16612,chr7,0,0.803905838790879,0.081808411175955
ENSMUSG00000086544,24.1635475827447,-1.6305892911279,0.63621534167754,-2.56295185656549,0.0103786438828471,0.0334743435024364,Chn1os3,329427,chr2,0,-2.42310140654125,0.00140338095449197
ENSMUSG00000027435,456.190826016665,-1.63085677420509,0.385574196754578,-4.22968338631631,0.0000234020441325765,0.000158383691031241,Cd93,17064,chr2,0,-3.53317463237668,1.677057600213e-17
ENSMUSG00000083567,162.715866459734,-1.63559526910686,0.44897478820778,-3.64295571169116,0.000269525226186331,0.00141364888042851,NA,NA,chr2,0,0.858178294356993,0.0683337901044676
ENSMUSG00000031103,461.143210586874,-1.63589295541198,0.268106803593884,-6.1016465583244,0.00000000104981316570643,0.0000000152891708920643,Elf4,56501,chrX,0,-1.06420937173262,0.00015576562266585
ENSMUSG00000043419,306.548988559217,-1.63675486407002,0.310309470210958,-5.27458882565622,0.000000133054062354298,0.00000140059513451278,Chd3os,80515,chr11,0,0.251346299967377,0.468562510517817
ENSMUSG00000023908,453.707138696621,-1.64007098480796,0.252774363059666,-6.48828055565441,0.000000000086821495923204,0.00000000146201197599252,Pkmyt1,268930,chr17,0,2.37918398418858,2.54298233510416e-25
ENSMUSG00000067402,205.61247398337,-1.64066128244746,0.520814306564815,-3.15018474294404,0.00163167248696171,0.00690243209811539,NA,NA,chrX,0,2.79664595176499,0.0000000203062582258884
ENSMUSG00000027342,2364.98311539947,-1.64090178054509,0.171701365794573,-9.55671944105731,1.21548518665481e-21,5.51279774436306e-20,Pcna,18538,chr2,0,0.136680008623235,0.483953221006806
ENSMUSG00000039745,649.630083532241,-1.64248380915812,0.239862834810126,-6.84759608739846,0.00000000000751012484520378,0.000000000143433878056246,Htatip2,53415,chr7,0,1.23704119856721,0.000000201418860271675
ENSMUSG00000046186,692.400399039043,-1.64396150380586,0.282486658787186,-5.81960759089992,0.00000000589859448588541,0.0000000780227880798122,Cd109,235505,chr9,0,4.31805353872024,6.35669236144987e-83
ENSMUSG00000027966,796.666858092117,-1.64552031071033,0.410690651199128,-4.00671480080146,0.0000615691324764089,0.00038019989255282,Col11a1,12814,chr3,0,-4.7098311535662,3.3805046308949e-26
ENSMUSG00000022422,306.289904116801,-1.64572645556283,0.353439125738539,-4.65632222274192,0.00000321907991435916,0.0000259267674810593,Dscc1,72107,chr15,0,1.83890130326041,0.0000000896831445522488
ENSMUSG00000091015,888.53651522318,-1.64592247569683,0.186028929329681,-8.84766945457133,8.93658792308669e-19,3.27269996561971e-17,NA,NA,chr12,0,-0.468690600631771,0.0175312367417759
ENSMUSG00000022211,289.304711091689,-1.64932081253008,0.292697743278677,-5.63489418830184,0.000000017516585438661,0.000000214637445396738,Lrrc16b,268747,chr14,0,-3.05629762907287,1.04837035646585e-20
ENSMUSG00000069170,773.18366929723,-1.649857483155,0.356162904829359,-4.63231139679037,0.00000361605707727496,0.0000289369340588117,Gpr98,110789,chr13,0,-0.548015595846077,0.161714077344647
ENSMUSG00000020154,639.436811575374,-1.65070948310229,0.322061341773585,-5.12545055551176,0.000000296827058288646,0.00000292459294000376,Ptprb,19263,chr10,0,-2.11721823146001,0.000000000306814852058879
ENSMUSG00000032113,540.651525552596,-1.6526493649967,0.216507450805068,-7.63322166905313,0.0000000000000228958702023835,0.000000000000573207228341088,Chek1,12649,chr9,0,-0.65246415028547,0.00421577092002249
ENSMUSG00000031379,145.171107255887,-1.65334971581924,0.390884486913302,-4.22976549638809,0.0000233935043103407,0.000158373254427649,Pir,69656,chrX,0,-2.60005757902415,0.00000000176681736163357
ENSMUSG00000042349,195.029139475702,-1.65413485182408,0.321767753783119,-5.14077259879503,0.000000273611040869613,0.00000272143239770858,Ikbke,56489,chr1,0,-3.21151801777271,6.35691215418883e-18
ENSMUSG00000022220,98.0257521664298,-1.65460582572661,0.548812680511352,-3.01488264481233,0.00257078705021622,0.0102073776351743,Adcy4,104110,chr14,0,-4.21318054700829,0.000000000319679027612824
ENSMUSG00000052776,42.1185768174734,-1.65490396273525,0.568690425913591,-2.91002606572227,0.00361398614387707,0.0136501559426278,Oas1a,246730,chr5,0,-4.8114228807105,0.0000000704078561151582
ENSMUSG00000038515,902.739007504044,-1.65593881217334,0.198444031757256,-8.34461383146534,7.14469592107558e-17,2.24893961176332e-15,Grtp1,66790,chr8,0,2.58693452829988,8.61993892063493e-47
ENSMUSG00000023393,169.543708184231,-1.65596526046773,0.409957800083312,-4.03935541690194,0.0000535982951606066,0.000336487272142815,Slc17a9,228993,chr2,0,1.70709475747032,0.000016177375964315
ENSMUSG00000059430,3433.32560411975,-1.65626698883507,0.335490914269818,-4.93684603185116,0.00000079396103005235,0.00000717322396492806,Actg2,11468,chr6,0,2.83850903456795,5.37654680201784e-17
ENSMUSG00000024660,1212.91141006071,-1.65638837210729,0.183970342744669,-9.00356191870653,2.18510688434899e-19,8.4391363492468e-18,Incenp,16319,chr19,0,0.527044483308517,0.00576998681361464
ENSMUSG00000004105,740.88844690747,-1.65665374020638,0.301229154708752,-5.49964608109777,0.0000000380554316066499,0.000000438752179379369,Angptl2,26360,chr2,0,-4.72418025474429,7.36507899609329e-43
ENSMUSG00000032548,394.476864065886,-1.65672305219666,0.499098919674396,-3.31942824736524,0.000902019822570334,0.00411334125013335,Slco2a1,24059,chr9,0,-2.21980123597785,0.0000242627912259075
ENSMUSG00000039116,104.456985161937,-1.65761930561151,0.551746776202864,-3.00431171889991,0.00266182452551407,0.0105245305138774,Gpr126,215798,chr10,0,-5.17953772639891,0.0000000000048467863978007
ENSMUSG00000021614,2430.14413526421,-1.65845023682421,0.242031129696045,-6.85221871627415,0.0000000000072713267257383,0.000000000139343494036333,Vcan,13003,chr13,0,-6.45204989367781,1.15173375261743e-107
ENSMUSG00000042363,1321.0704647325,-1.65992102685993,0.366270150402739,-4.53195824184618,0.00000584394038699073,0.0000448339182502964,Lgalsl,216551,chr11,0,-4.18567926568459,1.54987287176381e-27
ENSMUSG00000001517,2584.20253322551,-1.66021490625265,0.217464360545341,-7.63442295596981,0.0000000000000226834087971635,0.000000000000568517063009307,Foxm1,14235,chr6,0,2.82863542400687,2.4032899463677e-40
ENSMUSG00000081957,69.3974750821562,-1.66025958419609,0.520177617545132,-3.19171669098591,0.00141429980530903,0.00609104342412062,NA,NA,chr2,0,-1.29098071990415,0.0225004267291841
ENSMUSG00000037946,239.546061517261,-1.66119350516118,0.394478570638679,-4.21111215869504,0.0000254116533913318,0.000170253564106756,Fgd3,30938,chr13,0,-2.49440019232418,0.00000000360951974057089
ENSMUSG00000022881,644.283847067621,-1.66455992812842,0.287423327010688,-5.79131814192146,0.00000000698361489453574,0.0000000916781741839518,Rfc4,106344,chr16,0,0.962200224593838,0.00112628212402071
ENSMUSG00000034911,195.575878058614,-1.66962604549964,0.457769178996093,-3.647309871672,0.000265000265887247,0.0013931442549501,Ushbp1,234395,chr8,0,-4.34206473367882,8.38286398991823e-16
ENSMUSG00000087213,463.052755158866,-1.67250374952086,0.417981690485197,-4.00138041352817,0.0000629740198761383,0.000388239721557277,2810408I11Rik,69941,chr1,0,4.83372013961697,2.1767915052909e-47
ENSMUSG00000052921,168.311805037543,-1.67276579534827,0.418613899552308,-3.99596333790452,0.0000644317054956847,0.000396470461875567,Arhgef15,442801,chr11,0,0.0277836312925445,0.956501621960306
ENSMUSG00000032012,564.928231460285,-1.67278159591841,0.281840556985114,-5.9352054005725,0.00000000293477850147611,0.0000000404014033122915,Pvrl1,58235,chr9,0,-2.85526307096491,2.08578385036472e-21
ENSMUSG00000074802,297.297272880814,-1.67338292621608,0.392760239520398,-4.2605711012384,0.0000203905200262493,0.000139799530213291,Gas2l3,237436,chr10,0,-3.57867333970569,1.5326204282164e-16
ENSMUSG00000090291,174.800953019576,-1.67342088679929,0.392589025952985,-4.26252588884054,0.0000202129072628544,0.000138834147852176,Lrrc10b,278795,chr19,0,1.41923560305609,0.000224385943911653
ENSMUSG00000049047,1155.04935984299,-1.67658200092037,0.253894754856707,-6.6034526860021,0.0000000000401690537752457,0.000000000706925369394526,Armcx3,71703,chrX,0,-4.01327928679344,3.23189190114943e-48
ENSMUSG00000025747,452.237426883045,-1.6771319920275,0.377652463803059,-4.44094015735617,0.00000895667021667945,0.0000665050394829033,Tyms,22171,chr5,0,-3.57680795633754,1.72725444745147e-18
ENSMUSG00000036875,269.54525712813,-1.67775756558657,0.349165946540851,-4.80504351070866,0.00000154717854716595,0.0000132434738575869,Dna2,327762,chr10,0,-0.527846111000879,0.167110961650257
ENSMUSG00000022360,1588.03630229419,-1.67937162980264,0.237220355933629,-7.0793740410393,0.00000000000144807049816117,0.000000000029929435172953,Atad2,70472,chr15,0,0.647620426378105,0.00951910794709561
ENSMUSG00000081671,1046.94172227535,-1.67950063481728,0.336179262176578,-4.99584841713145,0.000000585776600230947,0.00000541335076211792,NA,NA,chr4,0,0.201804941841643,0.604920838351339
ENSMUSG00000085024,69.2098758095558,-1.67955547940351,0.479007508474889,-3.5063239086816,0.000454341953431865,0.00224954432073287,C230035I16Rik,320842,chr13,0,-3.5927837383626,0.00000000192478358797609
ENSMUSG00000003070,76.0696917264156,-1.68061841589607,0.403193712943992,-4.16826543158308,0.0000306926397008665,0.000202490612950975,Efna2,13637,chr10,0,-1.85995160762843,0.000028718170396771
ENSMUSG00000000028,633.133723927635,-1.68142298327243,0.310426727362765,-5.41648909408345,0.0000000607806961943768,0.000000676962950920835,Cdc45,12544,chr16,0,0.971766658746175,0.0024700424143703
ENSMUSG00000033948,335.128978568825,-1.68148820260635,0.284514464177573,-5.91002713154467,0.00000000342051388210862,0.0000000466343796264351,Zswim5,74464,chr4,0,0.623626905014678,0.0344891588149665
ENSMUSG00000056531,446.534289276446,-1.68214766554469,0.245246784676913,-6.85899987541424,0.00000000000693442996350902,0.00000000013311282352344,Ccdc18,73254,chr5,0,2.42531397763056,7.26700504548962e-29
ENSMUSG00000041607,471.83548766608,-1.6856692787279,0.375566209797905,-4.4883411626274,0.00000717799129654255,0.0000540786614591715,Mbp,17196,chr18,0,-2.82259793041345,0.00000000000110887517092776
ENSMUSG00000002100,343.930820166148,-1.68815702961488,0.44502627592622,-3.79338731426897,0.000148606085955693,0.000836838252637283,Mybpc3,17868,chr2,0,-6.41208106736561,2.85784066754361e-25
ENSMUSG00000046847,1255.51677731639,-1.68999288327141,0.391421288026463,-4.31758040497061,0.0000157748951054776,0.00011156794563349,NA,NA,chr1,0,6.08741837635753,6.09977841297811e-85
ENSMUSG00000027660,1563.89680134494,-1.69024989128453,0.398357293632486,-4.24304994110114,0.0000220502340437601,0.000150100602941988,Skil,20482,chr3,0,-2.31368464943184,0.0000000209178924907135
ENSMUSG00000078907,1553.43939088063,-1.69167399919555,0.406662624730094,-4.15989544236658,0.0000318393317000038,0.000209290663675424,Fam186b,545136,chr15,0,7.20714151738589,8.73645494409926e-172
ENSMUSG00000028068,376.280414191947,-1.69200234080334,0.309804250975989,-5.46152073599041,0.0000000472073094482268,0.000000534747472071917,Iqgap3,404710,chr3,0,-1.7012530856069,0.000000171975172522286
ENSMUSG00000052504,145.005920787643,-1.69239741549138,0.405823396993964,-4.17028054081502,0.0000304224898620069,0.000200910939759831,Epha3,13837,chr16,0,-1.65753989626501,0.000133496150786852
ENSMUSG00000020486,1376.77038453388,-1.69283899068259,0.262475585768346,-6.44951028769833,0.000000000112212143572886,0.00000000185506591186381,Sept4,18952,chr11,0,2.31615755036282,3.67959988131966e-19
ENSMUSG00000079553,461.561372793645,-1.69332160551826,0.313898582560443,-5.39448630734802,0.0000000687198669716066,0.000000758297430181083,Kifc1,100502766,chr17,0,-0.530957741729533,0.120439444188396
ENSMUSG00000048758,2721.69468777071,-1.69391942537749,0.225471361274012,-7.51279193865731,0.0000000000000578794791621976,0.00000000000137887197094616,Rpl29,19944,chr9,0,-0.571663824724511,0.0176171741212138
ENSMUSG00000080816,383.831512937891,-1.69436866400474,0.235640995974181,-7.19046639995694,0.000000000000645703665856223,0.0000000000138255112257881,NA,NA,chr4,0,-0.728636977213442,0.00326832084073196
ENSMUSG00000054400,1078.39007995847,-1.69479643964911,0.170104799784246,-9.96324878427139,2.20729423946473e-23,1.14840191327737e-21,Cklf,75458,chr8,0,1.81290956667112,9.49112477307443e-30
ENSMUSG00000031290,532.871967269914,-1.69526049789642,0.29248229764734,-5.79611317174648,0.00000000678694728233267,0.0000000891998785678008,Lrch2,210297,chrX,0,-3.72619573793579,1.27787623559016e-30
ENSMUSG00000025577,464.272825757837,-1.69750733970581,0.221572327268163,-7.66118838320166,0.0000000000000184220402024351,0.000000000000467407638858197,Cbx2,12416,chr11,0,-2.09131191767841,7.13939439547476e-19
ENSMUSG00000044258,416.961088746265,-1.69828502481803,0.322503031665404,-5.26595057431892,0.000000139465806097071,0.0000014606155129981,Ctla2a,13024,chr13,0,-4.98680946995945,1.51113254840019e-35
ENSMUSG00000022385,315.701451042667,-1.69984099055986,0.246072186822166,-6.90789565660387,0.00000000000491895554549855,0.0000000000959705188842442,Gtse1,29870,chr15,0,0.387766313397348,0.132628345662317
ENSMUSG00000017817,128.365409504969,-1.69998759383824,0.394829916273864,-4.30562002464647,0.0000166518673884411,0.000117075198115936,Jph2,59091,chr2,0,0.00895985166900797,0.985299522283803
ENSMUSG00000067377,2420.13834076738,-1.70417690155172,0.19275050270288,-8.84136164448124,9.45590485142112e-19,3.44061155301226e-17,Tspan6,56496,chrX,0,1.63962193732879,1.48525247122824e-17
